,TRACK_ID,PEARSON_COEF,P_VALUE,PATH_LINEARITY
1389,1389,-0.17314382349678428,0.00028534936873143206,Negligible corelation
1463,1463,-0.9763912971131401,1.2147877072441139e-287,Negligible corelation
1472,1472,-0.3767475026062438,1.5881847689820712e-07,Low positive non-linear
1496,1496,-0.49641296471749685,5.199076549799641e-28,Low positive non-linear
1515,1515,-0.637696190475445,4.064251393239993e-50,Moderate positive non-linear
1546,1546,-0.839572837916617,4.880994316751072e-95,High positive non-linear
1603,1603,-0.8419213601765271,7.81609268210297e-111,High positive non-linear
1606,1606,-0.9334505351206417,6.575190703734645e-158,High positive non-linear
1619,1619,-0.6927515667853472,1.3359198094355157e-61,Moderate positive non-linear
1638,1638,0.5965606829445429,7.918412838712411e-16,Moderate positive linear
1685,1685,-0.7760254944023024,6.314405239011313e-46,High positive non-linear
1713,1713,-0.8492332194652508,1.3127251481276484e-116,High positive non-linear
1737,1737,0.318506739014813,6.009647862695947e-06,Low positive linear
1745,1745,-0.8534931030293329,5.700823358851483e-79,High positive non-linear
1778,1778,-0.171259076575642,0.010064076562529056,Negligible corelation
1805,1805,0.5738345475472538,4.202966473033429e-37,Moderate positive linear
1818,1818,0.23962967268011193,1.0349756359064835e-06,Negligible corelation
1836,1836,0.5686838623368368,3.297193863788488e-16,Moderate positive linear
1853,1853,0.08752713761250713,0.13103178371568414,Negligible corelation
1861,1861,-0.6270556385901983,1.2131993606968443e-45,Moderate positive non-linear
1894,1894,-0.9115394810691515,8.435901944945701e-77,Moderate positive non-linear
1921,1921,-0.9474239212069296,4.618995347996102e-199,Moderate positive non-linear
1970,1970,0.19168931998705993,0.006148768892276941,Negligible corelation
1995,1995,0.8708874222119942,2.672026590693011e-123,High positive linear
2006,2006,-0.8827604851541406,1.1407924641036482e-130,High positive non-linear
2106,2106,-0.8514628926580959,7.262327964223526e-46,High positive non-linear
2127,2127,-0.2923940483138402,5.011421037533466e-09,Negligible corelation
2140,2140,0.20222306155052996,0.00025402378959376725,Negligible corelation
2156,2156,-0.8903493845052153,2.915492928063577e-132,High positive non-linear
2208,2208,-0.3169246263101048,2.8900926857161105e-10,Low positive non-linear
2239,2239,-0.31808904446426145,2.7522586935493907e-10,Low positive non-linear
2253,2253,-0.9052915025307123,1.8268559875002767e-90,Low positive non-linear
2257,2257,-0.9010755851874084,7.134359429806816e-111,Low positive non-linear
2266,2266,-0.8943895952949501,4.047490865908199e-51,High positive non-linear
2279,2279,-0.9322375099915674,7.244502860085232e-166,High positive non-linear
2289,2289,-0.7992820760358184,7.691110350228097e-84,High positive non-linear
2299,2299,0.47546195339090414,2.5302972847350565e-22,Low positive linear
2356,2356,-0.20948739415870218,5.2440366381060804e-05,Negligible corelation
2361,2361,-0.767167587374933,3.4820031723444435e-72,High positive non-linear
2410,2410,-0.2371379029705293,5.0794393979860875e-06,Negligible corelation
2414,2414,-0.4412345056591049,1.061354473286207e-07,Low positive non-linear
2491,2491,0.28519208545587477,1.1897394905930474e-07,Negligible corelation
2503,2503,-0.805668295684385,2.789254124085959e-82,High positive non-linear
2554,2554,0.8607328493686396,1.1548406336379505e-104,High positive linear
2561,2561,-0.5742252983216808,3.5376123521857946e-32,Moderate positive non-linear
2594,2594,0.8304587852196879,6.30532958056626e-90,High positive linear
2618,2618,0.7464570355879092,8.079367322415674e-63,High positive linear
2627,2627,0.068865390532456,0.2013015032056738,Negligible corelation
2628,2628,0.6211475490396656,1.0113274915061253e-33,Moderate positive linear
2632,2632,0.47793044566683585,4.9969510387659905e-11,Low positive linear
2635,2635,0.0719074084981311,0.18333634283151107,Negligible corelation
2655,2655,-0.3130446888683359,0.000557457879327324,Low positive non-linear
2668,2668,0.4003112061884986,2.1154063764315568e-14,Low positive linear
2704,2704,-0.35319539825315166,2.6475313851473774e-05,Low positive non-linear
2711,2711,0.7365931476493677,7.503242267461448e-59,High positive linear
2726,2726,-0.947715864166152,1.790393786620613e-132,High positive linear
2729,2729,0.4061577784202402,7.412000025263662e-15,Low positive linear
2735,2735,0.5695282483454215,2.0031782437427446e-29,Moderate positive linear
2750,2750,-0.13076305915492262,0.11694961114013203,Negligible corelation
2776,2776,0.6773048958200205,4.551158174625656e-21,Moderate positive linear
2783,2783,-0.3787146796120183,9.180308340546893e-13,Low positive non-linear
2819,2819,-0.9255979417297541,5.10867626747896e-140,Low positive non-linear
2821,2821,-0.04905539560417498,0.5026474677717004,Negligible corelation
2835,2835,0.781057558137321,3.519593846890562e-43,High positive linear
2855,2855,-0.37208971542170977,4.963165041552157e-08,Low positive non-linear
2868,2868,-0.24837394235084803,5.66289637741609e-06,Negligible corelation
2902,2902,-0.1280093905803636,0.0301526297605159,Negligible corelation
2903,2903,-0.7001100803762815,2.252699694983632e-31,High positive non-linear
2963,2963,-0.748425355096263,2.63114533958773e-58,High positive non-linear
2975,2975,-0.8147757155123209,1.4714666868468453e-76,High positive non-linear
3009,3009,0.5886230221052441,1.4317075164292048e-30,Moderate positive linear
3010,3010,-0.9745918270777562,1.2975364430368964e-171,Moderate positive linear
3064,3064,-0.6866879918523208,1.3921226932987465e-32,Moderate positive non-linear
3111,3111,-0.0330440543692022,0.5660178560141538,Negligible corelation
3114,3114,0.5776728252336394,1.8648743286264908e-28,Moderate positive linear
3138,3138,-0.8621520896056083,1.3779669185601694e-90,High positive non-linear
3220,3220,-0.44363215521356797,1.3693224044271864e-09,Low positive non-linear
3225,3225,-0.590803157601628,1.0678287979652427e-18,Moderate positive non-linear
3257,3257,-0.930383012531032,5.624142986484512e-128,Moderate positive non-linear
3261,3261,-0.5375437229430193,3.438636851658946e-23,Moderate positive non-linear
3341,3341,-0.2513527202436368,0.000520403948735119,Negligible corelation
3371,3371,-0.7731884619863852,4.0366901447872365e-57,High positive non-linear
3374,3374,0.3144720964578034,7.532142883981841e-05,Low positive linear
3386,3386,-0.9771986480516457,3.953543966498205e-189,Low positive linear
3421,3421,-0.4657486024085136,7.335708591553697e-11,Low positive non-linear
3441,3441,0.8639048572824873,2.6842247028658152e-83,High positive linear
3444,3444,-0.7516589090542047,1.2260898268178442e-33,High positive non-linear
3451,3451,-0.7325354564189648,5.945164486925112e-40,High positive non-linear
3545,3545,-0.1914633057072114,0.0017773832587449202,Negligible corelation
3547,3547,-0.7450476125270898,3.042137439595917e-32,High positive non-linear
3557,3557,0.38583131164018336,9.174261171135418e-11,Low positive linear
3585,3585,-0.8477506943554447,5.1691773677638843e-73,High positive non-linear
3627,3627,0.8630960424951118,2.553676575189412e-77,High positive linear
3639,3639,0.23791530412584627,0.00012517706804555785,Negligible corelation
3649,3649,-0.10092569455339488,0.21448891975461737,Negligible corelation
3679,3679,0.28444709735812806,4.27955262169938e-06,Negligible corelation
3734,3734,0.042897833922517586,0.5030441093173639,Negligible corelation
3754,3754,0.08031302181707728,0.21126018532994614,Negligible corelation
3782,3782,0.559641223038743,2.3954391306561906e-21,Moderate positive linear
3783,3783,-0.26908197172978,2.2077299277766623e-05,Negligible corelation
3784,3784,0.3850953209037254,6.113223956702846e-10,Low positive linear
3787,3787,-0.9060246530821916,3.2009390297914395e-91,Low positive linear
3802,3802,0.6724388674937385,6.051294376740948e-33,Moderate positive linear
3845,3845,0.008985975137168648,0.8912476564979864,Negligible corelation
3871,3871,-0.18776389330442847,0.004103971509458611,Negligible corelation
3884,3884,-0.33607245348040843,1.6664014938039733e-07,Low positive non-linear
3888,3888,0.3194551440116198,7.472570347780171e-07,Low positive linear
3904,3904,0.13731541290900126,0.03785381662813706,Negligible corelation
3926,3926,-0.9568430293878276,2.818211596032189e-123,Negligible corelation
3958,3958,0.388073298424197,1.8215704632479943e-09,Low positive linear
3962,3962,-0.8613148415318721,3.74297309961101e-65,High positive non-linear
3963,3963,-0.2828760529384998,1.722466832064157e-05,Negligible corelation
3966,3966,0.25920567415536216,0.00039530995679681636,Negligible corelation
3967,3967,-0.37057486063025535,1.1480839244011774e-08,Low positive non-linear
3988,3988,0.9312579630577977,1.502016459651128e-97,Linear
4003,4003,0.7889937661810996,5.205944430536571e-48,High positive linear
4063,4063,-0.3788661171344408,1.2151393123177616e-08,Low positive non-linear
4100,4100,-0.38204623237914076,1.0536060672055682e-08,Low positive non-linear
4115,4115,0.6050276780552366,3.7172886204556577e-22,Moderate positive linear
4131,4131,-0.6616523299929805,2.5908231159444745e-27,Moderate positive non-linear
4176,4176,0.8457568646666392,6.635058782130553e-53,High positive linear
4248,4248,-0.5942351323132365,5.3142138503875766e-20,Moderate positive non-linear
4253,4253,-0.9128140637138115,1.3253700299754483e-76,Moderate positive non-linear
4272,4272,0.4941949971062612,7.411325208136331e-07,Low positive linear
4302,4302,-0.9531149047921796,5.1388369759116225e-99,Low positive linear
4309,4309,0.8708707265366449,1.3856692422442124e-59,High positive linear
4337,4337,0.28091723006562025,0.00036553451538996995,Negligible corelation
4342,4342,0.8985641147273251,2.2827564926756163e-67,High positive linear
4343,4343,-0.566338586493314,5.3540527411435487e-17,Moderate positive non-linear
4344,4344,-0.1157410686127458,0.11768804830639375,Negligible corelation
4345,4345,-0.7800013052422028,6.701697905850468e-39,High positive non-linear
4375,4375,-0.7753846963849496,8.881328884302199e-38,High positive non-linear
4420,4420,0.010510938324248369,0.8895671128372863,Negligible corelation
4423,4423,0.6968134772171802,4.750304581463522e-27,Moderate positive linear
4436,4436,-0.5915002002390766,6.7641353783248565e-18,Moderate positive non-linear
4476,4476,-0.3918884000284434,3.67591465209719e-06,Low positive non-linear
4493,4493,-0.7320714964348112,4.6026138686633826e-21,High positive non-linear
4636,4636,-0.7218143055571878,4.5053330479892517e-26,High positive non-linear
4689,4689,-0.6813787659901952,9.477643913163048e-20,Moderate positive non-linear
4716,4716,-0.28918630100813614,0.0004390752994591232,Negligible corelation
4815,4815,-0.6275578408250307,2.858595318077525e-14,Moderate positive non-linear
